student_id,age,gender,study_hours_per_week,preferred_learning_style,online_courses_completed,participation_in_discussions,assignment_completion_rate,exam_score,attendance_rate,use_of_educational_tech,self_reported_stress_level,time_spent_on_social_media,sleep_hours_per_night,final_grade,cgpa,mastery_score
S01229,29,Male,14,Auditory,6,No,23.4,30.1,98,No,Medium,20,10,D,1,53.5
S01230,23,Female,47,Reading/Writing,6,Yes,18,30.8,74,Yes,Medium,2,4,D,1,48.8
S01231,26,Female,7,Auditory,6,No,21.3,28,55,No,Medium,13,10,D,1,49.3
S01232,25,Male,46,Reading/Writing,6,Yes,26.7,38.5,62,No,Medium,21,6,C,2,65.2
S01233,28,Male,40,Kinesthetic,0,Yes,28.2,67.2,100,No,High,17,10,A,4,95.4
S01234,23,Male,43,Kinesthetic,16,No,16.2,62.3,100,Yes,Medium,25,10,A,4,78.5
S01235,19,Male,19,Visual,18,No,17.1,31.5,75,No,High,26,5,D,1,48.6
S01236,25,Female,14,Auditory,20,No,18,51.1,98,Yes,High,22,5,B,3,69.1
S01237,20,Male,35,Reading/Writing,17,Yes,15.3,32.9,53,Yes,Low,16,8,D,1,48.2
S01238,24,Male,29,Reading/Writing,11,Yes,23.4,28.7,74,Yes,Low,24,5,D,1,52.1
S01239,25,Male,30,Visual,1,Yes,16.5,61.6,69,Yes,High,9,7,A,4,78.1
S01240,27,Male,27,Kinesthetic,11,Yes,20.7,30.8,82,No,Low,22,8,D,1,51.5
S01241,18,Female,21,Visual,9,Yes,22.2,51.1,52,Yes,Medium,22,5,B,3,73.3
S01242,19,Male,11,Auditory,5,Yes,22.8,67.9,69,No,Medium,13,9,A,4,90.7
S01243,20,Female,22,Reading/Writing,3,Yes,17.1,65.1,52,Yes,Low,23,6,A,4,82.2
S01244,20,Female,26,Reading/Writing,1,No,16.8,40.6,81,Yes,Medium,23,9,C,2,57.4
S01245,20,Female,33,Kinesthetic,18,Yes,15,46.9,57,Yes,Medium,5,5,C,2,61.9
S01246,26,Female,18,Auditory,11,No,20.4,67.9,53,Yes,Low,1,7,A,4,88.3
S01247,24,Female,49,Kinesthetic,0,No,21,49.7,60,Yes,Medium,21,7,B,3,70.7
S01248,27,Male,9,Kinesthetic,13,No,25.8,57.4,67,No,Medium,12,5,B,3,83.2
S01249,27,Female,18,Visual,0,Yes,17.1,55.3,67,No,Medium,20,10,B,3,72.4
S01250,24,Female,39,Kinesthetic,9,No,25.2,68.6,64,Yes,Low,8,4,A,4,93.8
S01251,24,Male,45,Auditory,12,Yes,24.9,28,95,Yes,Medium,6,9,D,1,52.9
S01252,25,Male,42,Auditory,10,Yes,29.4,43.4,68,Yes,High,24,10,C,2,72.8
S01253,29,Female,9,Auditory,7,Yes,21.6,67.9,60,Yes,Medium,14,7,A,4,89.5
S01254,20,Male,47,Kinesthetic,7,Yes,23.7,58.1,88,No,High,29,10,B,3,81.8
S01255,19,Female,9,Auditory,12,No,15,36.4,93,No,Medium,12,7,D,1,51.4
S01256,23,Male,30,Kinesthetic,0,Yes,15,34.3,85,Yes,Low,18,9,D,1,49.3
S01257,20,Male,49,Auditory,13,Yes,19.5,60.9,96,Yes,Medium,26,6,A,4,80.4
S01258,29,Female,9,Reading/Writing,18,Yes,22.2,51.8,96,Yes,High,16,8,B,3,74
S01259,24,Female,37,Reading/Writing,10,Yes,15.9,41.3,90,Yes,Medium,19,5,C,2,57.2
S01260,26,Male,12,Kinesthetic,14,Yes,30,50.4,78,Yes,High,10,7,B,3,80.4
S01261,28,Female,42,Visual,14,Yes,19.5,49.7,99,Yes,Medium,18,8,B,3,69.2
S01262,19,Male,25,Visual,14,Yes,26.4,30.1,69,Yes,Medium,1,7,D,1,56.5
S01263,18,Female,21,Kinesthetic,1,No,23.7,50.4,75,Yes,Medium,9,10,B,3,74.1
S01264,23,Female,30,Auditory,1,No,20.7,34.3,95,Yes,High,16,9,D,1,55
S01265,21,Male,38,Reading/Writing,13,Yes,21.9,62.3,85,Yes,Medium,23,10,A,4,84.2
S01266,25,Female,25,Visual,0,Yes,18.6,35.7,65,No,Low,26,5,D,1,54.3
S01267,28,Female,13,Kinesthetic,3,No,21.9,61.6,53,No,Medium,6,6,A,4,83.5
S01268,21,Female,23,Visual,16,Yes,21.6,53.9,53,No,Low,1,8,B,3,75.5
S01269,20,Male,24,Auditory,13,Yes,22.8,51.1,83,Yes,Low,16,6,B,3,73.9
S01270,26,Female,21,Kinesthetic,5,Yes,29.7,42,67,Yes,Medium,3,6,C,2,71.7
S01271,24,Female,23,Visual,19,No,17.7,49,61,Yes,Low,10,5,B,3,66.7
S01272,21,Female,35,Reading/Writing,18,No,17.7,49,100,Yes,Low,10,4,B,3,66.7
S01273,18,Male,46,Kinesthetic,19,Yes,21.9,52.5,56,Yes,Medium,25,8,B,3,74.4
S01274,19,Female,7,Reading/Writing,4,Yes,18.6,46.9,83,Yes,Medium,6,7,C,2,65.5
S01275,29,Female,27,Kinesthetic,1,No,28.8,65.8,81,Yes,Low,2,10,A,4,94.6
S01276,24,Male,8,Visual,15,No,21.9,45.5,92,Yes,High,6,9,C,2,67.4
S01277,18,Female,30,Visual,12,Yes,17.7,62.3,70,No,High,7,8,A,4,80
S01278,28,Male,34,Auditory,8,Yes,23.7,45.5,66,Yes,High,17,6,C,2,69.2
S01279,25,Female,21,Visual,3,No,24.3,35.7,63,Yes,Medium,9,6,D,1,60
S01280,25,Male,26,Reading/Writing,13,Yes,27.9,32.9,79,Yes,Medium,17,10,D,1,60.8
S01281,22,Female,20,Kinesthetic,19,Yes,17.7,48.3,58,Yes,Medium,18,6,C,2,66
S01282,26,Female,32,Auditory,9,Yes,21.6,60.2,97,Yes,Medium,24,4,A,4,81.8
S01283,26,Female,7,Visual,3,Yes,28.8,38.5,66,Yes,Medium,12,10,C,2,67.3
S01284,21,Female,20,Visual,5,Yes,18.6,54.6,57,Yes,Low,28,10,B,3,73.2
S01285,19,Male,30,Visual,12,Yes,23.1,30.8,54,Yes,High,3,5,D,1,53.9
S01286,29,Female,41,Reading/Writing,7,Yes,27.6,59.5,100,Yes,Low,8,8,A,4,87.1
S01287,22,Male,27,Visual,20,Yes,19.8,57.4,73,Yes,Low,22,6,B,3,77.2
S01288,22,Male,11,Reading/Writing,0,Yes,24.6,51.8,81,Yes,Low,29,6,B,3,76.4
S01289,23,Female,19,Auditory,6,No,22.8,42.7,79,Yes,Low,21,9,C,2,65.5
S01290,20,Female,40,Reading/Writing,16,No,27,39.9,74,Yes,Medium,15,7,C,2,66.9
S01291,22,Female,11,Visual,20,No,20.1,70,63,Yes,Medium,23,10,A,4,90.1
S01292,20,Male,14,Auditory,12,No,21.6,65.1,63,Yes,High,5,9,A,4,86.7
S01293,23,Female,37,Auditory,17,No,22.2,48.3,56,No,Medium,8,10,C,2,70.5
S01294,28,Female,9,Visual,12,Yes,29.4,59.5,93,No,Low,14,5,A,4,88.9
S01295,24,Female,27,Auditory,9,Yes,29.4,40.6,91,Yes,Low,12,8,C,2,70
S01296,25,Male,9,Kinesthetic,8,Yes,19.2,69.3,78,No,Medium,4,8,A,4,88.5
S01297,21,Female,19,Reading/Writing,20,Yes,21.6,37.8,96,No,High,4,8,D,1,59.4
S01298,19,Female,40,Kinesthetic,17,No,25.8,44.1,93,Yes,Medium,6,8,C,2,69.9
S01299,20,Female,36,Kinesthetic,13,No,26.4,65.1,51,Yes,Low,18,9,A,4,91.5
S01300,23,Male,5,Kinesthetic,10,Yes,27,53.2,99,Yes,Low,5,4,B,3,80.2
S01301,18,Female,10,Kinesthetic,7,Yes,29.1,49.7,73,Yes,Medium,2,7,B,3,78.8
S01302,21,Male,42,Kinesthetic,18,Yes,27.9,58.8,90,Yes,High,28,10,B,3,86.7
S01303,26,Female,37,Reading/Writing,20,Yes,16.8,59.5,57,Yes,Low,22,4,A,4,76.3
S01304,28,Male,45,Kinesthetic,3,Yes,25.2,30.1,93,Yes,Medium,29,9,D,1,55.3
S01305,19,Male,45,Kinesthetic,6,Yes,23.7,30.8,67,Yes,Low,24,7,D,1,54.5
S01306,28,Male,22,Auditory,7,Yes,27.6,30.1,93,No,Medium,4,6,D,1,57.7
S01307,25,Female,12,Visual,9,Yes,23.7,42.7,87,Yes,Medium,29,4,C,2,66.4
S01308,20,Male,17,Visual,20,No,24.9,46.9,63,No,Medium,0,4,C,2,71.8
S01309,26,Other,43,Auditory,15,Yes,27.6,48.3,88,Yes,Low,26,7,C,2,75.9
S01310,18,Female,49,Reading/Writing,10,Yes,23.4,34.3,98,No,Low,10,7,D,1,57.7
S01311,25,Male,28,Auditory,6,No,22.2,59.5,53,Yes,Medium,7,7,A,4,81.7
S01312,19,Male,23,Reading/Writing,11,Yes,27,62.3,56,No,Low,9,8,A,4,89.3
S01313,19,Male,8,Auditory,19,No,24.6,63.7,80,Yes,High,30,6,A,4,88.3
S01314,23,Male,30,Reading/Writing,0,Yes,16.5,44.1,66,Yes,Medium,8,5,C,2,60.6
S01315,21,Male,31,Visual,15,No,22.2,46.9,88,Yes,Medium,0,9,C,2,69.1
S01316,24,Female,49,Kinesthetic,7,No,25.2,56.7,54,No,Low,13,9,B,3,81.9
S01317,26,Female,9,Reading/Writing,16,No,25.8,28.7,87,Yes,Low,0,4,D,1,54.5
S01318,19,Female,17,Visual,10,Yes,30,49.7,81,Yes,Medium,15,8,B,3,79.7
S01319,28,Male,11,Reading/Writing,10,No,24.6,60.2,87,No,Medium,5,9,A,4,84.8
S01320,21,Male,17,Kinesthetic,17,Yes,26.7,44.8,81,Yes,Low,5,6,C,2,71.5
S01321,27,Male,10,Kinesthetic,19,Yes,21.9,62.3,63,Yes,Low,17,10,A,4,84.2
S01322,19,Male,14,Kinesthetic,4,Yes,17.4,39.2,85,Yes,High,0,4,C,2,56.6
S01323,29,Male,18,Kinesthetic,14,Yes,20.1,53.2,73,Yes,Medium,23,10,B,3,73.3
S01324,25,Female,34,Auditory,20,No,28.5,40.6,65,No,Medium,18,8,C,2,69.1
S01325,28,Male,21,Kinesthetic,20,Yes,28.5,57.4,81,Yes,Medium,15,7,B,3,85.9
S01326,25,Male,49,Visual,18,Yes,27.9,41.3,87,Yes,High,7,6,C,2,69.2
S01327,26,Male,12,Kinesthetic,7,Yes,27.3,31.5,52,Yes,Medium,9,5,D,1,58.8
S01328,21,Female,19,Visual,18,Yes,17.1,68.6,93,Yes,Low,8,8,A,4,85.7
S01329,26,Male,33,Auditory,15,No,26.4,38.5,83,No,Low,12,8,C,2,64.9
S01330,24,Male,14,Kinesthetic,17,No,27.3,44.1,90,No,High,4,9,C,2,71.4
S01331,29,Male,42,Visual,14,No,21.3,69.3,72,No,Medium,20,6,A,4,90.6
S01332,27,Female,7,Kinesthetic,0,No,19.8,30.8,53,Yes,Medium,27,4,D,1,50.6
S01333,21,Female,16,Auditory,15,Yes,15.6,30.1,79,Yes,Medium,11,7,D,1,45.7
S01334,27,Female,18,Reading/Writing,5,No,22.8,65.8,95,Yes,Low,17,4,A,4,88.6
S01335,23,Male,9,Visual,1,No,25.5,39.2,89,Yes,Medium,5,4,C,2,64.7
S01336,28,Male,49,Auditory,18,No,22.2,45.5,94,No,Low,27,4,C,2,67.7
S01337,27,Female,43,Reading/Writing,19,Yes,19.8,54.6,56,Yes,High,23,6,B,3,74.4
S01338,27,Male,22,Auditory,12,Yes,24.3,43.4,50,Yes,High,13,5,C,2,67.7
S01339,28,Male,37,Reading/Writing,12,Yes,20.4,61.6,70,Yes,Medium,22,5,A,4,82
S01340,25,Male,36,Auditory,15,No,22.8,51.8,96,Yes,Low,22,10,B,3,74.6
S01341,28,Male,13,Kinesthetic,14,Yes,27.3,37.1,100,Yes,Medium,14,6,D,1,64.4
S01342,28,Female,14,Visual,0,No,25.5,63,92,Yes,Low,14,4,A,4,88.5
S01343,19,Male,15,Reading/Writing,2,No,24,28,55,Yes,Medium,12,8,D,1,52
S01344,24,Male,41,Visual,6,No,16.2,53.9,90,Yes,Low,25,7,B,3,70.1
S01345,19,Female,22,Kinesthetic,5,No,24.9,65.8,68,Yes,Medium,5,4,A,4,90.7
S01346,18,Male,9,Reading/Writing,1,No,25.2,58.8,74,No,Medium,0,6,B,3,84
S01347,18,Male,26,Auditory,20,No,20.1,70,55,No,High,4,10,A,4,90.1
S01348,27,Male,48,Visual,4,No,24,37.1,91,No,Low,18,10,D,1,61.1
S01349,20,Other,28,Reading/Writing,10,Yes,16.8,48.3,71,Yes,High,11,4,C,2,65.1
S01350,21,Female,22,Auditory,16,Yes,24,58.1,78,Yes,Low,25,4,B,3,82.1
S01351,25,Male,33,Auditory,8,No,18.6,29.4,76,Yes,Medium,11,6,D,1,48
S01352,19,Female,11,Auditory,12,No,21.6,53.2,80,Yes,Medium,10,10,B,3,74.8
S01353,28,Female,17,Reading/Writing,18,Yes,23.4,49,67,Yes,High,17,9,B,3,72.4
S01354,28,Female,31,Auditory,10,Yes,21.9,45.5,91,Yes,Medium,4,9,C,2,67.4
S01355,20,Female,47,Auditory,7,Yes,26.1,49.7,94,Yes,Medium,14,10,B,3,75.8
S01356,20,Female,26,Reading/Writing,0,No,19.5,68.6,72,Yes,Medium,25,6,A,4,88.1
S01357,23,Male,13,Auditory,9,No,27,35,98,Yes,Medium,16,5,D,1,62
S01358,27,Male,43,Reading/Writing,12,No,24.6,58.8,87,Yes,Low,21,8,B,3,83.4
S01359,18,Female,38,Reading/Writing,11,No,16.2,68.6,69,Yes,Medium,12,4,A,4,84.8
S01360,18,Female,20,Kinesthetic,13,Yes,18.3,29.4,68,Yes,Medium,20,4,D,1,47.7
S01361,26,Male,22,Reading/Writing,4,Yes,18.3,53.9,69,No,High,5,5,B,3,72.2
S01362,18,Female,11,Visual,0,Yes,15,63,85,Yes,Medium,23,5,A,4,78
S01363,28,Female,7,Auditory,0,Yes,20.1,65.1,94,Yes,High,27,5,A,4,85.2
S01364,28,Female,11,Visual,13,Yes,28.2,49,52,No,High,20,5,B,3,77.2
S01365,26,Male,41,Reading/Writing,19,No,17.4,40.6,59,No,Medium,3,5,C,2,58
S01366,18,Male,27,Kinesthetic,1,Yes,20.1,36.4,57,Yes,Medium,12,10,D,1,56.5
S01367,29,Male,26,Visual,4,No,17.4,28.7,81,Yes,Medium,18,8,D,1,46.1
S01368,24,Male,38,Visual,18,Yes,26.1,66.5,89,Yes,Medium,4,4,A,4,92.6
S01369,29,Female,21,Reading/Writing,16,Yes,18.6,46.9,55,No,Medium,8,7,C,2,65.5
S01370,19,Other,29,Reading/Writing,16,Yes,27.9,53.9,84,No,Medium,27,4,B,3,81.8
S01371,26,Female,21,Auditory,14,No,18.9,38.5,87,Yes,High,30,5,C,2,57.4
S01372,23,Female,24,Auditory,16,No,15.9,58.1,91,Yes,High,10,9,B,3,74
S01373,25,Female,36,Auditory,11,No,26.7,59.5,54,No,High,0,8,A,4,86.2
S01374,24,Female,39,Visual,16,Yes,27.3,35,87,Yes,Medium,3,10,D,1,62.3
S01375,26,Male,14,Visual,18,No,29.1,55.3,97,No,Medium,16,7,B,3,84.4
S01376,26,Female,12,Reading/Writing,10,Yes,29.4,57.4,95,No,High,13,7,B,3,86.8
S01377,26,Other,21,Visual,16,Yes,29.4,36.4,59,Yes,Low,15,10,D,1,65.8
S01378,19,Other,48,Auditory,15,Yes,22.5,62.3,94,Yes,Medium,16,8,A,4,84.8
S01379,18,Female,28,Visual,16,Yes,25.5,59.5,67,Yes,Medium,13,5,A,4,85
S01380,24,Male,43,Kinesthetic,17,Yes,24.6,65.1,54,No,High,12,5,A,4,89.7
S01381,28,Female,7,Visual,2,Yes,23.1,36.4,52,Yes,Medium,23,9,D,1,59.5
S01382,23,Male,17,Visual,19,No,28.2,56.7,91,Yes,Medium,25,10,B,3,84.9
S01383,19,Male,9,Kinesthetic,10,Yes,27.3,40.6,79,Yes,Low,23,5,C,2,67.9
S01384,27,Male,13,Auditory,0,No,24.6,62.3,74,No,Low,24,8,A,4,86.9
S01385,28,Female,31,Reading/Writing,3,Yes,25.8,39.2,64,Yes,Medium,25,10,C,2,65
S01386,18,Male,33,Auditory,19,Yes,17.4,35,76,No,Low,2,9,D,1,52.4
S01387,21,Male,11,Visual,3,No,18,67.2,54,Yes,Medium,29,6,A,4,85.2
S01388,25,Male,29,Auditory,14,Yes,15,39.9,51,No,High,25,9,C,2,54.9
S01389,29,Female,38,Kinesthetic,0,Yes,19.8,58.8,58,Yes,Medium,7,6,B,3,78.6
S01390,28,Male,22,Reading/Writing,19,No,24.9,65.8,61,Yes,Low,0,5,A,4,90.7
S01391,21,Female,12,Kinesthetic,0,Yes,15.6,58.1,57,Yes,Medium,0,9,B,3,73.7
S01392,29,Male,17,Reading/Writing,4,Yes,21.3,52.5,51,Yes,Low,21,6,B,3,73.8
S01393,27,Female,20,Reading/Writing,15,Yes,17.7,35,73,Yes,Low,22,5,D,1,52.7
S01394,19,Male,25,Auditory,18,Yes,18.6,50.4,66,Yes,Medium,1,6,B,3,69
S01395,25,Male,45,Visual,2,Yes,27.6,54.6,73,No,Low,7,5,B,3,82.2
S01396,29,Male,5,Kinesthetic,19,Yes,28.8,44.8,99,No,Medium,8,5,C,2,73.6
S01397,28,Male,47,Auditory,2,Yes,15,41.3,64,Yes,Medium,30,8,C,2,56.3
S01398,29,Female,8,Visual,0,No,18,63.7,90,No,Low,1,7,A,4,81.7
S01399,28,Male,34,Kinesthetic,14,Yes,17.4,42.7,94,No,Low,11,6,C,2,60.1
S01400,20,Male,11,Auditory,8,Yes,15.6,28,100,No,Low,12,5,D,1,43.6
S01401,21,Male,43,Auditory,5,Yes,19.8,46.9,63,No,Low,19,5,C,2,66.7
S01402,22,Female,28,Auditory,16,Yes,18.9,28.7,56,Yes,Medium,5,6,D,1,47.6
S01403,20,Male,28,Visual,14,Yes,18.9,63.7,66,Yes,Low,11,8,A,4,82.6
S01404,24,Female,37,Kinesthetic,10,Yes,25.8,28.7,94,No,Medium,18,10,D,1,54.5
S01405,19,Female,46,Visual,7,No,23.4,42,97,Yes,Medium,26,8,C,2,65.4
S01406,26,Female,38,Auditory,17,Yes,25.5,65.1,76,Yes,High,23,10,A,4,90.6
S01407,24,Female,13,Visual,14,No,18.6,54.6,95,No,Medium,10,5,B,3,73.2
S01408,19,Male,21,Reading/Writing,14,Yes,29.7,55.3,57,Yes,Medium,9,10,B,3,85
S01409,22,Female,25,Auditory,12,No,19.2,29.4,86,Yes,Medium,27,9,D,1,48.6
S01410,27,Female,9,Kinesthetic,11,Yes,18.9,35.7,54,Yes,Medium,17,4,D,1,54.6
S01411,24,Male,11,Auditory,19,Yes,21.9,36.4,84,Yes,Medium,25,7,D,1,58.3
S01412,27,Male,33,Visual,9,No,27.3,56,66,Yes,High,20,9,B,3,83.3
S01413,27,Male,34,Visual,4,Yes,15.6,38.5,79,Yes,Low,18,6,C,2,54.1
S01414,18,Female,35,Auditory,14,No,25.8,35.7,90,Yes,Medium,23,5,D,1,61.5
S01415,23,Male,34,Auditory,15,Yes,17.4,36.4,75,Yes,Medium,0,9,D,1,53.8
S01416,29,Female,33,Visual,12,No,29.4,29.4,73,Yes,Medium,2,6,D,1,58.8
S01417,24,Male,31,Auditory,16,Yes,24.9,43.4,78,No,High,7,4,C,2,68.3
S01418,27,Female,13,Auditory,13,No,21.3,33.6,93,No,Low,29,10,D,1,54.9
S01419,24,Female,6,Reading/Writing,18,No,22.8,37.1,67,Yes,Medium,0,5,D,1,59.9
S01420,22,Female,29,Visual,12,Yes,17.4,40.6,62,Yes,Medium,23,10,C,2,58
S01421,27,Female,6,Visual,15,Yes,22.8,44.8,71,No,Medium,6,5,C,2,67.6
S01422,25,Female,12,Kinesthetic,8,No,15.6,52.5,64,Yes,Medium,4,6,B,3,68.1
S01423,25,Female,36,Auditory,16,No,20.4,46.9,77,Yes,Medium,7,8,C,2,67.3
S01424,19,Male,13,Reading/Writing,10,No,23.4,42,68,Yes,Medium,11,7,C,2,65.4
S01425,25,Female,10,Visual,18,Yes,28.2,33.6,91,Yes,Medium,30,4,D,1,61.8
S01426,23,Female,27,Visual,0,No,29.7,28.7,94,Yes,Low,1,6,D,1,58.4
S01427,25,Female,17,Auditory,2,Yes,25.8,37.1,99,Yes,High,6,7,D,1,62.9
S01428,19,Female,20,Auditory,19,No,24.3,32.2,58,No,Medium,12,4,D,1,56.5
S01429,26,Male,44,Kinesthetic,0,Yes,24.9,34.3,87,Yes,Medium,28,6,D,1,59.2
S01430,27,Male,10,Kinesthetic,12,No,21,47.6,58,Yes,High,8,7,C,2,68.6
S01431,28,Female,17,Kinesthetic,7,Yes,28.5,30.1,63,No,High,11,6,D,1,58.6
S01432,27,Female,37,Kinesthetic,1,No,18.3,59.5,60,No,Medium,15,10,A,4,77.8
S01433,22,Female,12,Reading/Writing,4,No,27.6,50.4,99,Yes,High,3,9,B,3,78
S01434,18,Male,25,Kinesthetic,6,Yes,21.3,46.2,68,Yes,High,18,5,C,2,67.5
S01435,24,Male,23,Kinesthetic,15,No,17.4,68.6,62,No,Medium,13,10,A,4,86
S01436,21,Female,9,Kinesthetic,17,Yes,23.1,58.8,74,Yes,Low,28,10,B,3,81.9
S01437,20,Other,27,Auditory,15,Yes,27.6,52.5,56,No,High,20,5,B,3,80.1
S01438,22,Male,10,Visual,7,Yes,28.2,68.6,52,Yes,High,1,6,A,4,96.8
S01439,26,Male,11,Reading/Writing,12,Yes,29.4,29.4,80,Yes,Low,19,6,D,1,58.8
S01440,19,Female,21,Visual,7,Yes,25.2,30.8,74,No,Low,20,9,D,1,56
S01441,26,Male,27,Kinesthetic,4,Yes,28.2,35,52,Yes,High,17,8,D,1,63.2
S01442,24,Female,28,Auditory,1,No,20.1,63,82,Yes,Medium,12,10,A,4,83.1
S01443,27,Female,39,Reading/Writing,15,Yes,18.6,37.1,71,No,Low,27,4,D,1,55.7
S01444,20,Female,8,Auditory,9,No,20.4,63,60,No,Medium,3,5,A,4,83.4
S01445,29,Male,26,Reading/Writing,4,Yes,28.8,59.5,59,Yes,Medium,6,5,A,4,88.3
S01446,21,Male,28,Reading/Writing,5,Yes,20.7,47.6,96,Yes,Medium,3,8,C,2,68.3
S01447,27,Male,12,Visual,6,No,29.7,28,65,Yes,Medium,29,4,D,1,57.7
S01448,27,Male,17,Auditory,4,Yes,16.2,28.7,56,Yes,High,10,8,D,1,44.9
S01449,26,Female,20,Reading/Writing,17,Yes,28.8,70,96,Yes,Medium,8,10,A,4,98.8
S01450,25,Male,20,Visual,16,Yes,21.3,35,61,Yes,Medium,3,5,D,1,56.3
S01451,23,Female,22,Visual,0,Yes,24,39.2,90,No,High,20,5,C,2,63.2
S01452,21,Female,25,Reading/Writing,2,No,19.8,66.5,75,Yes,High,17,4,A,4,86.3
S01453,28,Female,24,Kinesthetic,5,No,28.5,33.6,74,Yes,High,26,4,D,1,62.1
S01454,20,Other,31,Visual,9,No,22.5,63,100,No,High,10,5,A,4,85.5
S01455,25,Male,25,Reading/Writing,10,Yes,25.8,53.2,81,Yes,Medium,21,6,B,3,79
S01456,20,Other,18,Reading/Writing,13,Yes,24.9,67.9,76,No,High,2,10,A,4,92.8
S01457,26,Female,22,Visual,6,Yes,20.1,34.3,95,Yes,Medium,19,7,D,1,54.4
S01458,26,Female,43,Visual,9,No,25.5,46.9,93,Yes,Low,8,9,C,2,72.4
S01459,22,Male,9,Auditory,18,Yes,21.9,48.3,56,Yes,Medium,30,10,C,2,70.2
S01460,29,Male,38,Kinesthetic,16,No,21.6,56,99,Yes,Low,15,5,B,3,77.6
S01461,20,Male,5,Reading/Writing,3,Yes,15.9,30.1,62,Yes,Medium,25,7,D,1,46
S01462,24,Female,31,Auditory,15,No,19.8,68.6,70,Yes,Medium,29,5,A,4,88.4
S01463,29,Other,7,Visual,10,Yes,21,36.4,94,No,Medium,0,9,D,1,57.4
S01464,28,Female,14,Reading/Writing,4,Yes,18.6,47.6,89,Yes,Medium,9,5,C,2,66.2
S01465,26,Female,28,Auditory,5,No,19.2,32.2,62,Yes,Low,26,10,D,1,51.4
S01466,26,Male,49,Auditory,20,No,15,49,67,Yes,Medium,11,4,B,3,64
S01467,20,Male,33,Reading/Writing,11,Yes,20.4,64.4,75,Yes,High,11,7,A,4,84.8
S01468,19,Male,30,Auditory,20,Yes,19.5,40.6,81,Yes,Medium,25,8,C,2,60.1
S01469,18,Male,48,Reading/Writing,15,No,16.2,37.1,82,Yes,Medium,28,9,D,1,53.3
S01470,24,Male,37,Kinesthetic,6,No,18.3,42,85,Yes,Medium,13,4,C,2,60.3
S01471,20,Female,48,Kinesthetic,13,No,15.9,49,63,Yes,High,13,6,B,3,64.9
S01472,28,Other,5,Kinesthetic,8,No,24,56.7,98,Yes,Low,28,8,B,3,80.7
S01473,24,Female,42,Visual,5,No,26.4,55.3,82,Yes,Low,23,6,B,3,81.7
S01474,22,Male,32,Visual,11,Yes,18,48.3,86,Yes,Low,8,5,C,2,66.3
S01475,26,Male,38,Kinesthetic,15,No,29.7,56.7,62,Yes,High,29,5,B,3,86.4
S01476,18,Male,25,Visual,2,Yes,24,35,84,Yes,High,25,7,D,1,59
S01477,28,Male,22,Auditory,15,Yes,25.8,33.6,65,Yes,Low,7,6,D,1,59.4
S01478,24,Male,39,Reading/Writing,19,Yes,28.2,39.9,73,Yes,Low,4,4,C,2,68.1
S01479,20,Female,30,Reading/Writing,5,No,20.4,66.5,76,Yes,Medium,27,6,A,4,86.9
S01480,19,Female,26,Kinesthetic,9,Yes,27.3,63.7,86,Yes,High,29,8,A,4,91
S01481,21,Female,38,Reading/Writing,19,Yes,19.5,65.1,71,No,High,9,8,A,4,84.6
S01482,28,Female,28,Kinesthetic,8,Yes,15,63,50,Yes,Medium,11,10,A,4,78
S01483,20,Female,22,Kinesthetic,10,Yes,16.5,62.3,51,Yes,Medium,3,10,A,4,78.8
S01484,29,Male,49,Auditory,15,No,15.6,37.8,86,No,High,7,7,D,1,53.4
S01485,25,Female,35,Reading/Writing,13,No,26.7,69.3,66,No,Low,2,7,A,4,96
S01486,21,Male,18,Reading/Writing,5,Yes,20.4,39.2,88,Yes,Medium,12,6,C,2,59.6
S01487,24,Male,25,Reading/Writing,16,No,15.9,66.5,68,Yes,Low,22,10,A,4,82.4
S01488,28,Male,20,Visual,9,No,25.5,66.5,56,Yes,Low,10,6,A,4,92
S01489,19,Male,6,Reading/Writing,19,Yes,30,44.1,82,Yes,Low,11,7,C,2,74.1
S01490,29,Male,21,Visual,16,Yes,16.5,60.9,99,Yes,Medium,5,8,A,4,77.4
S01491,22,Male,49,Kinesthetic,17,Yes,18.3,51.8,54,Yes,High,30,5,B,3,70.1
S01492,21,Female,14,Kinesthetic,6,Yes,21,47.6,89,Yes,Medium,28,8,C,2,68.6
S01493,22,Female,20,Visual,3,Yes,27.9,46.9,78,Yes,Medium,19,6,C,2,74.8
S01494,19,Female,35,Auditory,19,Yes,22.8,33.6,81,No,Medium,6,7,D,1,56.4
S01495,20,Female,13,Auditory,13,No,24.6,52.5,80,Yes,Medium,16,7,B,3,77.1
S01496,22,Female,38,Reading/Writing,14,No,22.5,39.2,98,Yes,Low,6,7,C,2,61.7
S01497,29,Other,28,Reading/Writing,18,Yes,21.6,60.9,79,Yes,High,20,7,A,4,82.5
S01498,19,Male,44,Reading/Writing,6,Yes,16.5,39.9,63,Yes,Low,1,7,C,2,56.4
S01499,19,Male,13,Visual,4,No,29.7,32.9,99,Yes,High,20,5,D,1,62.6
S01500,27,Female,35,Reading/Writing,18,Yes,27.3,47.6,51,No,Low,20,6,C,2,74.9
S01501,21,Female,29,Auditory,14,Yes,16.2,60.9,55,Yes,Low,25,5,A,4,77.1
S01502,22,Male,12,Auditory,9,Yes,17.4,59.5,68,Yes,Medium,23,4,A,4,76.9
